NaN,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
82.21,9.557e-14,3.226e-15,1.9e-16,4.197e-15,2.391e-15,1.629e-15,9.332e-16,6.902e-16,4.66e-16,2.055e-16,8.256e-17,4.012e-18,1.422e-17,5.888e-17,3.243e-17,1.031e-17,9.428e-18,7.265e-18,1.582e-17,9.554e-18,1.91e-17,6.036e-19,2.582e-19,1.787e-18,1.115e-19,2.947e-37,1.073e-17,5.162e-14,2.25e-17,1.911e-16,2.418e-16,7.69e-17,1.075e-16,7.679e-17,3.817e-17,2.145e-16,4.648e-17,1.043e-16,1.79e-16,3.021e-16,2.878e-19,1.309e-18
83.69,9.659e-14,3.254e-15,1.926e-16,4.224e-15,2.411e-15,1.644e-15,9.469e-16,7.026e-16,4.777e-16,2.119e-16,8.56e-17,4.329e-18,1.54e-17,6.368e-17,3.53e-17,1.124e-17,1.029e-17,7.944e-18,1.733e-17,1.046e-17,2.15e-17,6.667e-19,2.947e-19,2.071e-18,1.345e-19,2.902e-37,1.134e-17,5.213e-14,2.215e-17,1.881e-16,2.57e-16,7.568e-17,1.143e-16,7.997e-17,4.011e-17,2.242e-16,4.88e-17,1.107e-16,1.91e-16,3.274e-16,3.198e-19,1.496e-18
85.19,9.761e-14,3.281e-15,1.953e-16,4.249e-15,2.43e-15,1.658e-15,9.6e-16,7.146e-16,4.891e-16,2.183e-16,8.862e-17,4.661e-18,1.663e-17,6.871e-17,3.832e-17,1.221e-17,1.121e-17,8.664e-18,1.894e-17,1.142e-17,2.411e-17,7.342e-19,3.352e-19,2.39e-18,1.615e-19,2.852e-37,1.195e-17,5.264e-14,2.179e-17,1.85e-16,2.726e-16,7.446e-17,1.213e-16,8.325e-17,4.212e-17,2.341e-16,5.115e-17,1.172e-16,2.033e-16,3.54e-16,3.543e-19,1.704e-18
86.7,9.864e-14,3.306e-15,1.981e-16,4.272e-15,2.448e-15,1.67e-15,9.724e-16,7.26e-16,5.003e-16,2.246e-16,9.159e-17,5.007e-18,1.793e-17,7.396e-17,4.151e-17,1.324e-17,1.218e-17,9.427e-18,2.065e-17,1.244e-17,2.697e-17,8.061e-19,3.799e-19,2.749e-18,1.93e-19,2.815e-37,1.258e-17,5.317e-14,2.143e-17,1.82e-16,2.886e-16,7.324e-17,1.284e-16,8.664e-17,4.417e-17,2.441e-16,5.354e-17,1.239e-16,2.161e-16,3.818e-16,3.916e-19,1.935e-18
88.22,9.967e-14,3.329e-15,2.009e-16,4.293e-15,2.464e-15,1.682e-15,9.841e-16,7.37e-16,5.111e-16,2.307e-16,9.453e-17,5.367e-18,1.929e-17,7.944e-17,4.486e-17,1.432e-17,1.32e-17,1.023e-17,2.246e-17,1.352e-17,3.006e-17,8.825e-19,4.293e-19,3.15e-18,2.296e-19,2.781e-37,1.322e-17,5.37e-14,2.108e-17,1.789e-16,3.05e-16,7.201e-17,1.357e-16,9.012e-17,4.629e-17,2.542e-16,5.595e-17,1.307e-16,2.291e-16,4.108e-16,4.316e-19,2.19e-18
89.76,1.007e-13,3.351e-15,2.038e-16,4.312e-15,2.478e-15,1.693e-15,9.952e-16,7.475e-16,5.215e-16,2.366e-16,9.742e-17,5.743e-18,2.07e-17,8.515e-17,4.838e-17,1.545e-17,1.427e-17,1.108e-17,2.437e-17,1.465e-17,3.341e-17,9.634e-19,4.835e-19,3.598e-18,2.721e-19,2.718e-37,1.386e-17,5.425e-14,2.073e-17,1.759e-16,3.216e-16,7.079e-17,1.431e-16,9.369e-17,4.846e-17,2.645e-16,5.839e-17,1.376e-16,2.425e-16,4.411e-16,4.746e-19,2.471e-18
91.31,1.017e-13,3.37e-15,2.068e-16,4.328e-15,2.492e-15,1.702e-15,1.006e-15,7.574e-16,5.316e-16,2.425e-16,1.003e-16,6.132e-18,2.217e-17,9.108e-17,5.206e-17,1.664e-17,1.54e-17,1.197e-17,2.639e-17,1.585e-17,3.702e-17,1.049e-18,5.43e-19,4.097e-18,3.21e-19,2.671e-37,1.45e-17,5.48e-14,2.037e-17,1.728e-16,3.386e-16,6.958e-17,1.507e-16,9.734e-17,5.067e-17,2.748e-16,6.084e-17,1.446e-16,2.562e-16,4.726e-16,5.205e-19,2.78e-18
92.87,1.028e-13,3.388e-15,2.098e-16,4.343e-15,2.504e-15,1.711e-15,1.015e-15,7.669e-16,5.413e-16,2.482e-16,1.03e-16,6.536e-18,2.371e-17,9.722e-17,5.592e-17,1.789e-17,1.658e-17,1.291e-17,2.851e-17,1.71e-17,4.091e-17,1.139e-18,6.08e-19,4.65e-18,3.772e-19,2.628e-37,1.515e-17,5.535e-14,2.002e-17,1.698e-16,3.558e-16,6.836e-17,1.584e-16,1.011e-16,5.294e-17,2.852e-16,6.332e-17,1.517e-16,2.702e-16,5.054e-16,5.696e-19,3.119e-18
94.45,1.038e-13,3.405e-15,2.129e-16,4.355e-15,2.515e-15,1.719e-15,1.024e-15,7.759e-16,5.506e-16,2.537e-16,1.058e-16,6.954e-18,2.53e-17,1.036e-16,5.994e-17,1.918e-17,1.782e-17,1.389e-17,3.074e-17,1.841e-17,4.508e-17,1.234e-18,6.789e-19,5.262e-18,4.415e-19,2.59e-37,1.581e-17,5.592e-14,1.967e-17,1.668e-16,3.733e-16,6.716e-17,1.662e-16,1.049e-16,5.525e-17,2.956e-16,6.58e-17,1.589e-16,2.844e-16,5.394e-16,6.219e-19,3.49e-18
96.04,1.048e-13,3.42e-15,2.16e-16,4.361e-15,2.524e-15,1.729e-15,1.036e-15,7.855e-16,5.588e-16,2.586e-16,1.082e-16,7.382e-18,2.693e-17,1.101e-16,6.41e-17,2.053e-17,1.91e-17,1.491e-17,3.307e-17,1.977e-17,4.953e-17,1.333e-18,7.558e-19,5.936e-18,5.151e-19,2.535e-37,1.646e-17,5.648e-14,1.932e-17,1.638e-16,3.909e-16,6.598e-17,1.74e-16,1.087e-16,5.757e-17,3.06e-16,6.826e-17,1.661e-16,2.988e-16,5.742e-16,6.772e-19,3.894e-18
97.64,1.058e-13,3.434e-15,2.191e-16,4.37e-15,2.532e-15,1.735e-15,1.044e-15,7.935e-16,5.674e-16,2.638e-16,1.108e-16,7.827e-18,2.864e-17,1.169e-16,6.846e-17,2.193e-17,2.045e-17,1.598e-17,3.552e-17,2.12e-17,5.43e-17,1.438e-18,8.394e-19,6.678e-18,5.984e-19,2.485e-37,1.711e-17,5.706e-14,1.898e-17,1.609e-16,4.088e-16,6.479e-17,1.82e-16,1.127e-16,5.996e-17,3.165e-16,7.076e-17,1.734e-16,3.135e-16,6.105e-16,7.363e-19,4.334e-18
99.26,1.068e-13,3.445e-15,2.223e-16,4.377e-15,2.539e-15,1.74e-15,1.051e-15,8.009e-16,5.757e-16,2.688e-16,1.134e-16,8.286e-18,3.04e-17,1.239e-16,7.3e-17,2.339e-17,2.185e-17,1.709e-17,3.808e-17,2.269e-17,5.939e-17,1.547e-18,9.299e-19,7.493e-18,6.927e-19,2.444e-37,1.777e-17,5.764e-14,1.864e-17,1.579e-16,4.268e-16,6.361e-17,1.901e-16,1.167e-16,6.238e-17,3.27e-16,7.326e-17,1.808e-16,3.285e-16,6.48e-16,7.988e-19,4.813e-18
100.9,1.078e-13,3.456e-15,2.255e-16,4.382e-15,2.545e-15,1.744e-15,1.057e-15,8.079e-16,5.835e-16,2.736e-16,1.158e-16,8.758e-18,3.222e-17,1.311e-16,7.77e-17,2.49e-17,2.331e-17,1.825e-17,4.076e-17,2.423e-17,6.48e-17,1.661e-18,1.028e-18,8.385e-18,7.992e-19,2.393e-37,1.843e-17,5.822e-14,1.83e-17,1.55e-16,4.451e-16,6.245e-17,1.982e-16,1.208e-16,6.483e-17,3.375e-16,7.576e-17,1.882e-16,3.436e-16,6.866e-16,8.65e-19,5.331e-18
102.5,1.088e-13,3.464e-15,2.287e-16,4.385e-15,2.55e-15,1.748e-15,1.063e-15,8.144e-16,5.91e-16,2.783e-16,1.182e-16,9.242e-18,3.409e-17,1.384e-16,8.257e-17,2.647e-17,2.482e-17,1.946e-17,4.355e-17,2.584e-17,7.054e-17,1.779e-18,1.133e-18,9.359e-18,9.19e-19,2.354e-37,1.908e-17,5.881e-14,1.796e-17,1.521e-16,4.634e-16,6.129e-17,2.065e-16,1.249e-16,6.73e-17,3.48e-16,7.826e-17,1.957e-16,3.589e-16,7.263e-16,9.35e-19,5.892e-18
104.2,1.098e-13,3.472e-15,2.32e-16,4.387e-15,2.554e-15,1.75e-15,1.069e-15,8.204e-16,5.98e-16,2.827e-16,1.205e-16,9.74e-18,3.602e-17,1.46e-16,8.76e-17,2.809e-17,2.639e-17,2.071e-17,4.645e-17,2.75e-17,7.662e-17,1.903e-18,1.246e-18,1.042e-17,1.053e-18,2.305e-37,1.974e-17,5.94e-14,1.763e-17,1.493e-16,4.819e-16,6.015e-17,2.147e-16,1.29e-16,6.98e-17,3.585e-16,8.076e-17,2.032e-16,3.744e-16,7.67e-16,1.009e-18,6.497e-18
105.9,1.108e-13,3.478e-15,2.353e-16,4.387e-15,2.557e-15,1.752e-15,1.073e-15,8.259e-16,6.047e-16,2.87e-16,1.227e-16,1.025e-17,3.8e-17,1.538e-16,9.281e-17,2.976e-17,2.801e-17,2.2e-17,4.947e-17,2.922e-17,8.304e-17,2.031e-18,1.367e-18,1.157e-17,1.204e-18,2.267e-37,2.039e-17,6e-14,1.73e-17,1.465e-16,5.005e-16,5.903e-17,2.23e-16,1.332e-16,7.233e-17,3.689e-16,8.324e-17,2.106e-16,3.901e-16,8.089e-16,1.086e-18,7.15e-18
107.6,1.118e-13,3.482e-15,2.386e-16,4.386e-15,2.558e-15,1.753e-15,1.078e-15,8.31e-16,6.111e-16,2.912e-16,1.249e-16,1.077e-17,4.004e-17,1.617e-16,9.818e-17,3.149e-17,2.969e-17,2.334e-17,5.26e-17,3.1e-17,8.982e-17,2.163e-18,1.497e-18,1.282e-17,1.372e-18,2.225e-37,2.103e-17,6.059e-14,1.698e-17,1.437e-16,5.191e-16,5.792e-17,2.314e-16,1.374e-16,7.487e-17,3.793e-16,8.571e-17,2.181e-16,4.059e-16,8.517e-16,1.168e-18,7.851e-18
109.2,1.127e-13,3.486e-15,2.419e-16,4.383e-15,2.559e-15,1.754e-15,1.081e-15,8.357e-16,6.17e-16,2.951e-16,1.269e-16,1.131e-17,4.212e-17,1.698e-16,1.037e-16,3.326e-17,3.142e-17,2.472e-17,5.585e-17,3.284e-17,9.695e-17,2.3e-18,1.636e-18,1.418e-17,1.558e-18,2.179e-37,2.167e-17,6.119e-14,1.666e-17,1.41e-16,5.377e-16,5.682e-17,2.397e-16,1.417e-16,7.742e-17,3.896e-16,8.818e-17,2.256e-16,4.217e-16,8.956e-16,1.254e-18,8.604e-18
111,1.137e-13,3.488e-15,2.453e-16,4.379e-15,2.559e-15,1.754e-15,1.084e-15,8.399e-16,6.226e-16,2.988e-16,1.289e-16,1.185e-17,4.426e-17,1.781e-16,1.094e-16,3.509e-17,3.32e-17,2.614e-17,5.922e-17,3.473e-17,1.045e-16,2.442e-18,1.785e-18,1.564e-17,1.765e-18,2.139e-37,2.231e-17,6.179e-14,1.635e-17,1.383e-16,5.564e-16,5.575e-17,2.481e-16,1.46e-16,7.999e-17,3.999e-16,9.062e-17,2.331e-16,4.377e-16,9.404e-16,1.344e-18,9.411e-18
112.7,1.146e-13,3.488e-15,2.486e-16,4.373e-15,2.558e-15,1.753e-15,1.087e-15,8.437e-16,6.279e-16,3.024e-16,1.308e-16,1.241e-17,4.644e-17,1.865e-16,1.153e-16,3.697e-17,3.503e-17,2.761e-17,6.27e-17,3.667e-17,1.123e-16,2.588e-18,1.942e-18,1.722e-17,1.994e-18,2.101e-37,2.294e-17,6.239e-14,1.604e-17,1.357e-16,5.751e-16,5.469e-17,2.565e-16,1.503e-16,8.257e-17,4.101e-16,9.305e-17,2.405e-16,4.538e-16,9.862e-16,1.438e-18,1.027e-17
114.4,1.155e-13,3.488e-15,2.519e-16,4.366e-15,2.556e-15,1.751e-15,1.089e-15,8.471e-16,6.328e-16,3.058e-16,1.327e-16,1.298e-17,4.868e-17,1.951e-16,1.213e-16,3.89e-17,3.692e-17,2.912e-17,6.629e-17,3.867e-17,1.206e-16,2.739e-18,2.11e-18,1.892e-17,2.247e-18,2.06e-37,2.356e-17,6.299e-14,1.574e-17,1.331e-16,5.938e-16,5.364e-17,2.648e-16,1.546e-16,8.516e-17,4.202e-16,9.546e-17,2.48e-16,4.699e-16,1.033e-15,1.536e-18,1.12e-17
116.2,1.164e-13,3.487e-15,2.553e-16,4.358e-15,2.553e-15,1.749e-15,1.091e-15,8.501e-16,6.373e-16,3.09e-16,1.344e-16,1.355e-17,5.096e-17,2.039e-16,1.275e-16,4.087e-17,3.886e-17,3.067e-17,7.001e-17,4.073e-17,1.292e-16,2.894e-18,2.288e-18,2.075e-17,2.526e-18,2.019e-37,2.418e-17,6.359e-14,1.544e-17,1.305e-16,6.124e-16,5.262e-17,2.732e-16,1.589e-16,8.775e-17,4.302e-16,9.784e-17,2.553e-16,4.861e-16,1.08e-15,1.639e-18,1.218e-17
117.9,1.173e-13,3.484e-15,2.586e-16,4.348e-15,2.549e-15,1.746e-15,1.092e-15,8.527e-16,6.415e-16,3.12e-16,1.361e-16,1.414e-17,5.329e-17,2.128e-16,1.338e-16,4.29e-17,4.085e-17,3.227e-17,7.384e-17,4.283e-17,1.382e-16,3.053e-18,2.477e-18,2.271e-17,2.832e-18,1.978e-37,2.478e-17,6.419e-14,1.515e-17,1.28e-16,6.31e-16,5.161e-17,2.815e-16,1.633e-16,9.034e-17,4.401e-16,1.002e-16,2.627e-16,5.023e-16,1.129e-15,1.747e-18,1.323e-17
119.7,1.183e-13,3.489e-15,2.62e-16,4.35e-15,2.555e-15,1.751e-15,1.095e-15,8.556e-16,6.449e-16,3.146e-16,1.377e-16,1.475e-17,5.57e-17,2.219e-16,1.404e-16,4.5e-17,4.292e-17,3.392e-17,7.783e-17,4.502e-17,1.477e-16,3.218e-18,2.678e-18,2.482e-17,3.172e-18,1.942e-37,2.54e-17,6.481e-14,1.484e-17,1.253e-16,6.5e-16,5.056e-17,2.901e-16,1.677e-16,9.299e-17,4.503e-16,1.026e-16,2.702e-16,5.189e-16,1.179e-15,1.86e-18,1.435e-17
121.5,1.191e-13,3.484e-15,2.653e-16,4.338e-15,2.55e-15,1.747e-15,1.095e-15,8.575e-16,6.485e-16,3.173e-16,1.392e-16,1.536e-17,5.811e-17,2.311e-16,1.47e-16,4.711e-17,4.5e-17,3.56e-17,8.189e-17,4.722e-17,1.574e-16,3.386e-18,2.889e-18,2.707e-17,3.54e-18,1.901e-37,2.599e-17,6.541e-14,1.456e-17,1.229e-16,6.685e-16,4.959e-17,2.983e-16,1.72e-16,9.558e-17,4.6e-16,1.049e-16,2.774e-16,5.352e-16,1.229e-15,1.977e-18,1.553e-17
123.3,1.2e-13,3.478e-15,2.686e-16,4.325e-15,2.544e-15,1.742e-15,1.095e-15,8.59e-16,6.517e-16,3.199e-16,1.406e-16,1.598e-17,6.057e-17,2.404e-16,1.538e-16,4.928e-17,4.714e-17,3.731e-17,8.607e-17,4.948e-17,1.676e-16,3.557e-18,3.111e-18,2.946e-17,3.941e-18,1.866e-37,2.658e-17,6.601e-14,1.428e-17,1.205e-16,6.868e-16,4.864e-17,3.066e-16,1.763e-16,9.816e-17,4.696e-16,1.072e-16,2.846e-16,5.514e-16,1.28e-15,2.099e-18,1.679e-17
125.1,1.208e-13,3.472e-15,2.72e-16,4.311e-15,2.537e-15,1.738e-15,1.095e-15,8.603e-16,6.547e-16,3.222e-16,1.42e-16,1.661e-17,6.308e-17,2.498e-16,1.608e-16,5.149e-17,4.933e-17,3.907e-17,9.036e-17,5.178e-17,1.782e-16,3.732e-18,3.346e-18,3.202e-17,4.379e-18,1.828e-37,2.715e-17,6.661e-14,1.401e-17,1.182e-16,7.051e-16,4.771e-17,3.148e-16,1.807e-16,1.007e-16,4.79e-16,1.095e-16,2.918e-16,5.677e-16,1.332e-15,2.225e-18,1.812e-17
127,1.217e-13,3.465e-15,2.753e-16,4.296e-15,2.53e-15,1.732e-15,1.094e-15,8.612e-16,6.574e-16,3.244e-16,1.433e-16,1.724e-17,6.562e-17,2.593e-16,1.679e-16,5.374e-17,5.156e-17,4.086e-17,9.476e-17,5.413e-17,1.891e-16,3.912e-18,3.592e-18,3.473e-17,4.855e-18,1.794e-37,2.771e-17,6.72e-14,1.375e-17,1.159e-16,7.232e-16,4.68e-17,3.229e-16,1.85e-16,1.033e-16,4.884e-16,1.117e-16,2.988e-16,5.839e-16,1.384e-15,2.356e-18,1.953e-17
128.8,1.225e-13,3.456e-15,2.786e-16,4.281e-15,2.523e-15,1.727e-15,1.093e-15,8.618e-16,6.598e-16,3.265e-16,1.445e-16,1.789e-17,6.82e-17,2.689e-16,1.751e-16,5.604e-17,5.384e-17,4.269e-17,9.928e-17,5.653e-17,2.005e-16,4.095e-18,3.851e-18,3.762e-17,5.372e-18,1.757e-37,2.827e-17,6.779e-14,1.349e-17,1.137e-16,7.412e-16,4.59e-17,3.31e-16,1.893e-16,1.059e-16,4.976e-16,1.139e-16,3.058e-16,6.001e-16,1.437e-15,2.493e-18,2.101e-17
130.7,1.233e-13,3.448e-15,2.819e-16,4.265e-15,2.514e-15,1.721e-15,1.092e-15,8.621e-16,6.619e-16,3.284e-16,1.456e-16,1.854e-17,7.083e-17,2.787e-16,1.825e-16,5.838e-17,5.616e-17,4.455e-17,1.039e-16,5.897e-17,2.122e-16,4.282e-18,4.123e-18,4.069e-17,5.932e-18,1.724e-37,2.881e-17,6.838e-14,1.323e-17,1.115e-16,7.591e-16,4.503e-17,3.39e-16,1.935e-16,1.084e-16,5.067e-16,1.161e-16,3.127e-16,6.163e-16,1.491e-15,2.634e-18,2.258e-17
132.5,1.241e-13,3.438e-15,2.851e-16,4.248e-15,2.506e-15,1.715e-15,1.09e-15,8.621e-16,6.638e-16,3.302e-16,1.467e-16,1.92e-17,7.349e-17,2.885e-16,1.9e-16,6.076e-17,5.853e-17,4.646e-17,1.087e-16,6.146e-17,2.244e-16,4.472e-18,4.408e-18,4.394e-17,6.538e-18,1.69e-37,2.934e-17,6.897e-14,1.299e-17,1.094e-16,7.768e-16,4.418e-17,3.47e-16,1.978e-16,1.109e-16,5.157e-16,1.183e-16,3.195e-16,6.324e-16,1.545e-15,2.78e-18,2.424e-17
134.4,1.248e-13,3.428e-15,2.884e-16,4.23e-15,2.497e-15,1.708e-15,1.088e-15,8.619e-16,6.654e-16,3.318e-16,1.477e-16,1.987e-17,7.619e-17,2.985e-16,1.977e-16,6.318e-17,6.095e-17,4.839e-17,1.135e-16,6.399e-17,2.37e-16,4.666e-18,4.706e-18,4.739e-17,7.193e-18,1.659e-37,2.986e-17,6.956e-14,1.274e-17,1.073e-16,7.943e-16,4.334e-17,3.549e-16,2.02e-16,1.134e-16,5.245e-16,1.204e-16,3.263e-16,6.484e-16,1.6e-15,2.932e-18,2.598e-17
136.3,1.256e-13,3.417e-15,2.916e-16,4.212e-15,2.487e-15,1.701e-15,1.086e-15,8.614e-16,6.667e-16,3.333e-16,1.487e-16,2.055e-17,7.892e-17,3.085e-16,2.055e-16,6.564e-17,6.34e-17,5.037e-17,1.185e-16,6.656e-17,2.499e-16,4.863e-18,5.018e-18,5.103e-17,7.9e-18,1.629e-37,3.038e-17,7.014e-14,1.25e-17,1.053e-16,8.117e-16,4.252e-17,3.627e-16,2.062e-16,1.159e-16,5.332e-16,1.225e-16,3.329e-16,6.644e-16,1.656e-15,3.089e-18,2.782e-17
138.2,1.264e-13,3.406e-15,2.949e-16,4.194e-15,2.477e-15,1.694e-15,1.084e-15,8.607e-16,6.679e-16,3.346e-16,1.495e-16,2.123e-17,8.169e-17,3.186e-16,2.134e-16,6.815e-17,6.59e-17,5.237e-17,1.236e-16,6.916e-17,2.632e-16,5.064e-18,5.344e-18,5.488e-17,8.66e-18,1.596e-37,3.088e-17,7.073e-14,1.227e-17,1.033e-16,8.29e-16,4.172e-17,3.705e-16,2.104e-16,1.184e-16,5.418e-16,1.245e-16,3.395e-16,6.803e-16,1.712e-15,3.252e-18,2.975e-17
140.2,1.271e-13,3.394e-15,2.981e-16,4.174e-15,2.467e-15,1.686e-15,1.081e-15,8.598e-16,6.688e-16,3.358e-16,1.504e-16,2.193e-17,8.45e-17,3.288e-16,2.215e-16,7.069e-17,6.844e-17,5.441e-17,1.288e-16,7.181e-17,2.77e-16,5.268e-18,5.684e-18,5.894e-17,9.478e-18,1.569e-37,3.137e-17,7.131e-14,1.204e-17,1.013e-16,8.46e-16,4.094e-17,3.782e-16,2.146e-16,1.209e-16,5.502e-16,1.266e-16,3.46e-16,6.961e-16,1.769e-15,3.419e-18,3.178e-17
142.1,1.278e-13,3.381e-15,3.013e-16,4.155e-15,2.456e-15,1.679e-15,1.078e-15,8.587e-16,6.695e-16,3.369e-16,1.511e-16,2.263e-17,8.733e-17,3.391e-16,2.296e-16,7.327e-17,7.102e-17,5.649e-17,1.341e-16,7.45e-17,2.911e-16,5.475e-18,6.039e-18,6.322e-17,1.036e-17,1.539e-37,3.185e-17,7.188e-14,1.182e-17,9.942e-17,8.629e-16,4.018e-17,3.858e-16,2.187e-16,1.233e-16,5.585e-16,1.285e-16,3.523e-16,7.118e-16,1.826e-15,3.593e-18,3.39e-17
144.1,1.285e-13,3.368e-15,3.044e-16,4.134e-15,2.445e-15,1.671e-15,1.075e-15,8.573e-16,6.7e-16,3.379e-16,1.518e-16,2.333e-17,9.021e-17,3.494e-16,2.38e-16,7.589e-17,7.364e-17,5.859e-17,1.395e-16,7.722e-17,3.056e-16,5.685e-18,6.408e-18,6.772e-17,1.13e-17,1.507e-37,3.232e-17,7.246e-14,1.16e-17,9.756e-17,8.796e-16,3.944e-17,3.933e-16,2.228e-16,1.257e-16,5.666e-16,1.305e-16,3.586e-16,7.275e-16,1.884e-15,3.772e-18,3.613e-17
146,1.291e-13,3.343e-15,3.076e-16,4.103e-15,2.424e-15,1.653e-15,1.065e-15,8.515e-16,6.681e-16,3.38e-16,1.522e-16,2.403e-17,9.305e-17,3.596e-16,2.463e-16,7.849e-17,7.626e-17,6.069e-17,1.45e-16,7.993e-17,3.204e-16,5.895e-18,6.789e-18,7.244e-17,1.23e-17,1.483e-37,3.277e-17,7.301e-14,1.141e-17,9.589e-17,8.955e-16,3.877e-17,4.005e-16,2.267e-16,1.281e-16,5.743e-16,1.324e-16,3.646e-16,7.426e-16,1.941e-15,3.954e-18,3.846e-17
148,1.298e-13,3.33e-15,3.107e-16,4.082e-15,2.413e-15,1.645e-15,1.062e-15,8.499e-16,6.683e-16,3.387e-16,1.528e-16,2.475e-17,9.599e-17,3.701e-16,2.548e-16,8.118e-17,7.895e-17,6.286e-17,1.506e-16,8.273e-17,3.357e-16,6.111e-18,7.187e-18,7.742e-17,1.338e-17,1.455e-37,3.322e-17,7.358e-14,1.121e-17,9.411e-17,9.118e-16,3.806e-17,4.078e-16,2.308e-16,1.304e-16,5.821e-16,1.343e-16,3.707e-16,7.581e-16,1.999e-15,4.145e-18,4.09e-17
150,1.305e-13,3.316e-15,3.139e-16,4.061e-15,2.401e-15,1.637e-15,1.058e-15,8.481e-16,6.682e-16,3.394e-16,1.533e-16,2.548e-17,9.895e-17,3.807e-16,2.635e-16,8.39e-17,8.168e-17,6.505e-17,1.563e-16,8.555e-17,3.514e-16,6.33e-18,7.602e-18,8.264e-17,1.453e-17,1.428e-37,3.365e-17,7.414e-14,1.1e-17,9.238e-17,9.279e-16,3.736e-17,4.151e-16,2.347e-16,1.328e-16,5.899e-16,1.361e-16,3.767e-16,7.734e-16,2.059e-15,4.341e-18,4.346e-17
