
 
C1    N2    Elastic                                             
E/N (Td)	Rate coefficient (m3/s)
69.46	0.4234E-17
70.83	0.4736E-17
72.20	0.5280E-17
73.59	0.5867E-17
74.99	0.6499E-17
76.41	0.7177E-17
77.84	0.7853E-17
79.28	0.8624E-17
80.74	0.9444E-17
82.21	0.1031E-16
83.69	0.1124E-16
85.19	0.1221E-16
86.70	0.1324E-16
88.22	0.1432E-16
89.76	0.1545E-16
91.31	0.1664E-16
92.87	0.1789E-16
94.45	0.1918E-16
96.04	0.2053E-16
97.64	0.2193E-16
99.26	0.2339E-16
100.9	0.2490E-16
102.5	0.2647E-16
104.2	0.2809E-16
105.9	0.2976E-16
107.6	0.3149E-16
109.2	0.3326E-16
111.0	0.3509E-16
112.7	0.3697E-16
114.4	0.3890E-16
116.2	0.4087E-16
117.9	0.4290E-16
119.7	0.4500E-16
121.5	0.4711E-16
123.3	0.4928E-16
125.1	0.5149E-16
127.0	0.5374E-16
128.8	0.5604E-16
130.7	0.5838E-16
132.5	0.6076E-16
134.4	0.6318E-16
136.3	0.6564E-16
138.2	0.6815E-16
140.2	0.7069E-16
142.1	0.7327E-16
144.1	0.7589E-16
146.0	0.7849E-16
148.0	0.8118E-16
150.0	0.8390E-16
 
 
C17   N2    Excitation    8.16 eV                               
E/N (Td)	Rate coefficient (m3/s)
1.000	0.000
1.007	0.000
1.027	0.000
1.060	0.000
1.107	0.000
1.168	0.000
1.242	0.000
1.329	0.000
1.430	0.000
1.544	0.000
1.671	0.000
1.812	0.000
1.966	0.000
2.134	0.000
2.315	0.000
2.510	0.000
2.718	0.000
2.940	0.000
3.174	0.000
3.423	0.000
3.685	0.000
3.960	0.000
4.248	0.000
4.550	0.000
4.866	0.000
5.195	0.000
5.537	0.000
5.893	0.000
6.262	0.000
6.644	0.000
7.040	0.000
7.450	0.000
7.872	0.000
8.309	0.000
8.758	0.000
9.221	0.000
9.698	0.000
10.19	0.000
10.69	0.000
11.21	0.000
11.74	0.000
12.28	0.000
12.84	0.000
13.41	0.000
13.99	0.000
14.59	0.1858E-26
15.20	0.5181E-26
15.83	0.1363E-25
16.46	0.4610E-25
17.11	0.1098E-24
17.78	0.2499E-24
18.46	0.5452E-24
19.15	0.1144E-23
19.85	0.2436E-23
20.57	0.4741E-23
21.30	0.8937E-23
22.05	0.1636E-22
22.81	0.2910E-22
23.58	0.5045E-22
24.36	0.8734E-22
25.16	0.1440E-21
25.97	0.2323E-21
26.80	0.3672E-21
27.64	0.5693E-21
28.49	0.8670E-21
29.36	0.1298E-20
30.23	0.1912E-20
31.13	0.2836E-20
32.03	0.4048E-20
32.95	0.5700E-20
33.89	0.7923E-20
34.83	0.1088E-19
35.79	0.1477E-19
36.77	0.1982E-19
37.75	0.2632E-19
38.75	0.3461E-19
39.77	0.4528E-19
40.79	0.5840E-19
41.83	0.7467E-19
42.89	0.9469E-19
43.95	0.1191E-18
45.03	0.1487E-18
46.13	0.1843E-18
47.23	0.2268E-18
48.36	0.2773E-18
49.49	0.3431E-18
50.64	0.4139E-18
51.80	0.4964E-18
52.97	0.5919E-18
54.16	0.7019E-18
55.36	0.8280E-18
56.58	0.9718E-18
57.81	0.1135E-17
59.05	0.1319E-17
60.30	0.1526E-17
61.57	0.1758E-17
62.85	0.2033E-17
64.15	0.2321E-17
65.46	0.2640E-17
66.78	0.2991E-17
68.11	0.3377E-17
69.46	0.3798E-17
70.83	0.4257E-17
72.20	0.4756E-17
73.59	0.5296E-17
74.99	0.5879E-17
76.41	0.6506E-17
77.84	0.7133E-17
79.28	0.7849E-17
80.74	0.8614E-17
82.21	0.9428E-17
83.69	0.1029E-16
85.19	0.1121E-16
86.70	0.1218E-16
88.22	0.1320E-16
89.76	0.1427E-16
91.31	0.1540E-16
92.87	0.1658E-16
94.45	0.1782E-16
96.04	0.1910E-16
97.64	0.2045E-16
99.26	0.2185E-16
100.9	0.2331E-16
102.5	0.2482E-16
104.2	0.2639E-16
105.9	0.2801E-16
107.6	0.2969E-16
109.2	0.3142E-16
111.0	0.3320E-16
112.7	0.3503E-16
114.4	0.3692E-16
116.2	0.3886E-16
117.9	0.4085E-16
119.7	0.4292E-16
121.5	0.4500E-16
123.3	0.4714E-16
125.1	0.4933E-16
127.0	0.5156E-16
128.8	0.5384E-16
130.7	0.5616E-16
132.5	0.5853E-16
134.4	0.6095E-16
136.3	0.6340E-16
138.2	0.6590E-16
140.2	0.6844E-16
142.1	0.7102E-16
144.1	0.7364E-16
146.0	0.7626E-16
148.0	0.7895E-16
150.0	0.8168E-16
 
 
C18   N2    Excitation    8.40 eV                               
E/N (Td)	Rate coefficient (m3/s)
1.000	0.000
1.007	0.000
1.027	0.000
1.060	0.000
1.107	0.000
1.168	0.000
1.242	0.000
1.329	0.000
1.430	0.000
1.544	0.000
1.671	0.000
1.812	0.000
1.966	0.000
2.134	0.000
2.315	0.000
2.510	0.000
2.718	0.000
2.940	0.000
3.174	0.000
3.423	0.000
3.685	0.000
3.960	0.000
4.248	0.000
4.550	0.000
4.866	0.000
5.195	0.000
5.537	0.000
5.893	0.000
6.262	0.000
6.644	0.000
7.040	0.000
7.450	0.000
7.872	0.000
8.309	0.000
8.758	0.000
9.221	0.000
9.698	0.000
10.19	0.000
10.69	0.000
11.21	0.000
11.74	0.000
12.28	0.000
12.84	0.000
13.41	0.000
13.99	0.000
14.59	0.7228E-27
15.20	0.2037E-26
15.83	0.5412E-26
16.46	0.2353E-25
17.11	0.5707E-25
17.78	0.1322E-24
18.46	0.2931E-24
19.15	0.6244E-24
19.85	0.1355E-23
20.57	0.2676E-23
21.30	0.5116E-23
22.05	0.9487E-23
22.81	0.1710E-22
23.58	0.3000E-22
24.36	0.5255E-22
25.16	0.8759E-22
25.97	0.1428E-21
26.80	0.2280E-21
27.64	0.3571E-21
28.49	0.5489E-21
29.36	0.8291E-21
30.23	0.1232E-20
31.13	0.1842E-20
32.03	0.2650E-20
32.95	0.3761E-20
33.89	0.5266E-20
34.83	0.7282E-20
35.79	0.9950E-20
36.77	0.1344E-19
37.75	0.1796E-19
38.75	0.2376E-19
39.77	0.3127E-19
40.79	0.4055E-19
41.83	0.5212E-19
42.89	0.6643E-19
43.95	0.8398E-19
45.03	0.1053E-18
46.13	0.1312E-18
47.23	0.1621E-18
48.36	0.1991E-18
49.49	0.2473E-18
50.64	0.2996E-18
51.80	0.3606E-18
52.97	0.4316E-18
54.16	0.5136E-18
55.36	0.6080E-18
56.58	0.7159E-18
57.81	0.8388E-18
59.05	0.9780E-18
60.30	0.1135E-17
61.57	0.1311E-17
62.85	0.1520E-17
64.15	0.1740E-17
65.46	0.1985E-17
66.78	0.2254E-17
68.11	0.2551E-17
69.46	0.2876E-17
70.83	0.3231E-17
72.20	0.3617E-17
73.59	0.4036E-17
74.99	0.4489E-17
76.41	0.4978E-17
77.84	0.5468E-17
79.28	0.6028E-17
80.74	0.6627E-17
82.21	0.7265E-17
83.69	0.7944E-17
85.19	0.8664E-17
86.70	0.9427E-17
88.22	0.1023E-16
89.76	0.1108E-16
91.31	0.1197E-16
92.87	0.1291E-16
94.45	0.1389E-16
96.04	0.1491E-16
97.64	0.1598E-16
99.26	0.1709E-16
100.9	0.1825E-16
102.5	0.1946E-16
104.2	0.2071E-16
105.9	0.2200E-16
107.6	0.2334E-16
109.2	0.2472E-16
111.0	0.2614E-16
112.7	0.2761E-16
114.4	0.2912E-16
116.2	0.3067E-16
117.9	0.3227E-16
119.7	0.3392E-16
121.5	0.3560E-16
123.3	0.3731E-16
125.1	0.3907E-16
127.0	0.4086E-16
128.8	0.4269E-16
130.7	0.4455E-16
132.5	0.4646E-16
134.4	0.4839E-16
136.3	0.5037E-16
138.2	0.5237E-16
140.2	0.5441E-16
142.1	0.5649E-16
144.1	0.5859E-16
146.0	0.6069E-16
148.0	0.6286E-16
150.0	0.6505E-16
 
 
C19   N2    Excitation    8.55 eV                               
E/N (Td)	Rate coefficient (m3/s)
1.000	0.000
1.007	0.000
1.027	0.000
1.060	0.000
1.107	0.000
1.168	0.000
1.242	0.000
1.329	0.000
1.430	0.000
1.544	0.000
1.671	0.000
1.812	0.000
1.966	0.000
2.134	0.000
2.315	0.000
2.510	0.000
2.718	0.000
2.940	0.000
3.174	0.000
3.423	0.000
3.685	0.000
3.960	0.000
4.248	0.000
4.550	0.000
4.866	0.000
5.195	0.000
5.537	0.000
5.893	0.000
6.262	0.000
6.644	0.000
7.040	0.000
7.450	0.000
7.872	0.000
8.309	0.000
8.758	0.000
9.221	0.000
9.698	0.000
10.19	0.000
10.69	0.000
11.21	0.000
11.74	0.000
12.28	0.000
12.84	0.000
13.41	0.000
13.99	0.000
14.59	0.9548E-27
15.20	0.2706E-26
15.83	0.7227E-26
16.46	0.4036E-25
17.11	0.9895E-25
17.78	0.2315E-24
18.46	0.5184E-24
19.15	0.1114E-23
19.85	0.2446E-23
20.57	0.4870E-23
21.30	0.9384E-23
22.05	0.1753E-22
22.81	0.3183E-22
23.58	0.5623E-22
24.36	0.9912E-22
25.16	0.1662E-21
25.97	0.2726E-21
26.80	0.4378E-21
27.64	0.6891E-21
28.49	0.1065E-20
29.36	0.1616E-20
30.23	0.2411E-20
31.13	0.3623E-20
32.03	0.5234E-20
32.95	0.7456E-20
33.89	0.1048E-19
34.83	0.1455E-19
35.79	0.1995E-19
36.77	0.2704E-19
37.75	0.3625E-19
38.75	0.4810E-19
39.77	0.6349E-19
40.79	0.8257E-19
41.83	0.1064E-18
42.89	0.1360E-18
43.95	0.1724E-18
45.03	0.2168E-18
46.13	0.2706E-18
47.23	0.3353E-18
48.36	0.4126E-18
49.49	0.5137E-18
50.64	0.6235E-18
51.80	0.7522E-18
52.97	0.9021E-18
54.16	0.1076E-17
55.36	0.1276E-17
56.58	0.1505E-17
57.81	0.1767E-17
59.05	0.2064E-17
60.30	0.2400E-17
61.57	0.2778E-17
62.85	0.3226E-17
64.15	0.3700E-17
65.46	0.4227E-17
66.78	0.4811E-17
68.11	0.5453E-17
69.46	0.6159E-17
70.83	0.6932E-17
72.20	0.7775E-17
73.59	0.8691E-17
74.99	0.9685E-17
76.41	0.1076E-16
77.84	0.1184E-16
79.28	0.1308E-16
80.74	0.1440E-16
82.21	0.1582E-16
83.69	0.1733E-16
85.19	0.1894E-16
86.70	0.2065E-16
88.22	0.2246E-16
89.76	0.2437E-16
91.31	0.2639E-16
92.87	0.2851E-16
94.45	0.3074E-16
96.04	0.3307E-16
97.64	0.3552E-16
99.26	0.3808E-16
100.9	0.4076E-16
102.5	0.4355E-16
104.2	0.4645E-16
105.9	0.4947E-16
107.6	0.5260E-16
109.2	0.5585E-16
111.0	0.5922E-16
112.7	0.6270E-16
114.4	0.6629E-16
116.2	0.7001E-16
117.9	0.7384E-16
119.7	0.7783E-16
121.5	0.8189E-16
123.3	0.8607E-16
125.1	0.9036E-16
127.0	0.9476E-16
128.8	0.9928E-16
130.7	0.1039E-15
132.5	0.1087E-15
134.4	0.1135E-15
136.3	0.1185E-15
138.2	0.1236E-15
140.2	0.1288E-15
142.1	0.1341E-15
144.1	0.1395E-15
146.0	0.1450E-15
148.0	0.1506E-15
150.0	0.1563E-15
 
 
C20   N2    Excitation    8.89 eV                               
E/N (Td)	Rate coefficient (m3/s)
1.000	0.000
1.007	0.000
1.027	0.000
1.060	0.000
1.107	0.000
1.168	0.000
1.242	0.000
1.329	0.000
1.430	0.000
1.544	0.000
1.671	0.000
1.812	0.000
1.966	0.000
2.134	0.000
2.315	0.000
2.510	0.000
2.718	0.000
2.940	0.000
3.174	0.000
3.423	0.000
3.685	0.000
3.960	0.000
4.248	0.000
4.550	0.000
4.866	0.000
5.195	0.000
5.537	0.000
5.893	0.000
6.262	0.000
6.644	0.000
7.040	0.000
7.450	0.000
7.872	0.000
8.309	0.000
8.758	0.000
9.221	0.000
9.698	0.000
10.19	0.000
10.69	0.000
11.21	0.000
11.74	0.000
12.28	0.000
12.84	0.000
13.41	0.000
13.99	0.000
14.59	0.2067E-28
15.20	0.5908E-28
15.83	0.1590E-27
16.46	0.1308E-25
17.11	0.3316E-25
17.78	0.8006E-25
18.46	0.1847E-24
19.15	0.4081E-24
19.85	0.9336E-24
20.57	0.1909E-23
21.30	0.3771E-23
22.05	0.7214E-23
22.81	0.1339E-22
23.58	0.2417E-22
24.36	0.4346E-22
25.16	0.7429E-22
25.97	0.1241E-21
26.80	0.2027E-21
27.64	0.3243E-21
28.49	0.5087E-21
29.36	0.7835E-21
30.23	0.1186E-20
31.13	0.1805E-20
32.03	0.2641E-20
32.95	0.3807E-20
33.89	0.5412E-20
34.83	0.7592E-20
35.79	0.1052E-19
36.77	0.1439E-19
37.75	0.1948E-19
38.75	0.2607E-19
39.77	0.3469E-19
40.79	0.4547E-19
41.83	0.5904E-19
42.89	0.7597E-19
43.95	0.9692E-19
45.03	0.1226E-18
46.13	0.1540E-18
47.23	0.1918E-18
48.36	0.2373E-18
49.49	0.2969E-18
50.64	0.3620E-18
51.80	0.4385E-18
52.97	0.5280E-18
54.16	0.6320E-18
55.36	0.7521E-18
56.58	0.8902E-18
57.81	0.1048E-17
59.05	0.1228E-17
60.30	0.1431E-17
61.57	0.1660E-17
62.85	0.1931E-17
64.15	0.2219E-17
65.46	0.2539E-17
66.78	0.2894E-17
68.11	0.3284E-17
69.46	0.3713E-17
70.83	0.4183E-17
72.20	0.4695E-17
73.59	0.5251E-17
74.99	0.5853E-17
76.41	0.6503E-17
77.84	0.7157E-17
79.28	0.7903E-17
80.74	0.8702E-17
82.21	0.9554E-17
83.69	0.1046E-16
85.19	0.1142E-16
86.70	0.1244E-16
88.22	0.1352E-16
89.76	0.1465E-16
91.31	0.1585E-16
92.87	0.1710E-16
94.45	0.1841E-16
96.04	0.1977E-16
97.64	0.2120E-16
99.26	0.2269E-16
100.9	0.2423E-16
102.5	0.2584E-16
104.2	0.2750E-16
105.9	0.2922E-16
107.6	0.3100E-16
109.2	0.3284E-16
111.0	0.3473E-16
112.7	0.3667E-16
114.4	0.3867E-16
116.2	0.4073E-16
117.9	0.4283E-16
119.7	0.4502E-16
121.5	0.4722E-16
123.3	0.4948E-16
125.1	0.5178E-16
127.0	0.5413E-16
128.8	0.5653E-16
130.7	0.5897E-16
132.5	0.6146E-16
134.4	0.6399E-16
136.3	0.6656E-16
138.2	0.6916E-16
140.2	0.7181E-16
142.1	0.7450E-16
144.1	0.7722E-16
146.0	0.7993E-16
148.0	0.8273E-16
150.0	0.8555E-16
 
 
C21   N2    Excitation    11.03 eV                              
E/N (Td)	Rate coefficient (m3/s)
1.000	0.000
1.007	0.000
1.027	0.000
1.060	0.000
1.107	0.000
1.168	0.000
1.242	0.000
1.329	0.000
1.430	0.000
1.544	0.000
1.671	0.000
1.812	0.000
1.966	0.000
2.134	0.000
2.315	0.000
2.510	0.000
2.718	0.000
2.940	0.000
3.174	0.000
3.423	0.000
3.685	0.000
3.960	0.000
4.248	0.000
4.550	0.000
4.866	0.000
5.195	0.000
5.537	0.000
5.893	0.000
6.262	0.000
6.644	0.000
7.040	0.000
7.450	0.000
7.872	0.000
8.309	0.000
8.758	0.000
9.221	0.000
9.698	0.000
10.19	0.000
10.69	0.000
11.21	0.000
11.74	0.000
12.28	0.000
12.84	0.000
13.41	0.000
13.99	0.000
14.59	0.000
15.20	0.000
15.83	0.000
16.46	0.000
17.11	0.000
17.78	0.000
18.46	0.000
19.15	0.000
19.85	0.2325E-25
20.57	0.5632E-25
21.30	0.1307E-24
22.05	0.2911E-24
22.81	0.6244E-24
23.58	0.1292E-23
24.36	0.3089E-23
25.16	0.6062E-23
25.97	0.1156E-22
26.80	0.2144E-22
27.64	0.3878E-22
28.49	0.6843E-22
29.36	0.1180E-21
30.23	0.1991E-21
31.13	0.3370E-21
32.03	0.5454E-21
32.95	0.8665E-21
33.89	0.1353E-20
34.83	0.2077E-20
35.79	0.3140E-20
36.77	0.4676E-20
37.75	0.6864E-20
38.75	0.9938E-20
39.77	0.1428E-19
40.79	0.2015E-19
41.83	0.2809E-19
42.89	0.3872E-19
43.95	0.5280E-19
45.03	0.7125E-19
46.13	0.9521E-19
47.23	0.1260E-18
48.36	0.1653E-18
49.49	0.2190E-18
50.64	0.2822E-18
51.80	0.3606E-18
52.97	0.4573E-18
54.16	0.5756E-18
55.36	0.7193E-18
56.58	0.8927E-18
57.81	0.1101E-17
59.05	0.1348E-17
60.30	0.1641E-17
61.57	0.1986E-17
62.85	0.2408E-17
64.15	0.2880E-17
65.46	0.3426E-17
66.78	0.4054E-17
68.11	0.4773E-17
69.46	0.5593E-17
70.83	0.6524E-17
72.20	0.7575E-17
73.59	0.8756E-17
74.99	0.1008E-16
76.41	0.1156E-16
77.84	0.1311E-16
79.28	0.1492E-16
80.74	0.1691E-16
82.21	0.1910E-16
83.69	0.2150E-16
85.19	0.2411E-16
86.70	0.2697E-16
88.22	0.3006E-16
89.76	0.3341E-16
91.31	0.3702E-16
92.87	0.4091E-16
94.45	0.4508E-16
96.04	0.4953E-16
97.64	0.5430E-16
99.26	0.5939E-16
100.9	0.6480E-16
102.5	0.7054E-16
104.2	0.7662E-16
105.9	0.8304E-16
107.6	0.8982E-16
109.2	0.9695E-16
111.0	0.1045E-15
112.7	0.1123E-15
114.4	0.1206E-15
116.2	0.1292E-15
117.9	0.1382E-15
119.7	0.1477E-15
121.5	0.1574E-15
123.3	0.1676E-15
125.1	0.1782E-15
127.0	0.1891E-15
128.8	0.2005E-15
130.7	0.2122E-15
132.5	0.2244E-15
134.4	0.2370E-15
136.3	0.2499E-15
138.2	0.2632E-15
140.2	0.2770E-15
142.1	0.2911E-15
144.1	0.3056E-15
146.0	0.3204E-15
148.0	0.3357E-15
150.0	0.3514E-15
 
 
C22   N2    Excitation    11.87 eV                              
E/N (Td)	Rate coefficient (m3/s)
1.000	0.000
1.007	0.000
1.027	0.000
1.060	0.000
1.107	0.000
1.168	0.000
1.242	0.000
1.329	0.000
1.430	0.000
1.544	0.000
1.671	0.000
1.812	0.000
1.966	0.000
2.134	0.000
2.315	0.000
2.510	0.000
2.718	0.000
2.940	0.000
3.174	0.000
3.423	0.000
3.685	0.000
3.960	0.000
4.248	0.000
4.550	0.000
4.866	0.000
5.195	0.000
5.537	0.000
5.893	0.000
6.262	0.000
6.644	0.000
7.040	0.000
7.450	0.000
7.872	0.000
8.309	0.000
8.758	0.000
9.221	0.000
9.698	0.000
10.19	0.000
10.69	0.000
11.21	0.000
11.74	0.000
12.28	0.000
12.84	0.000
13.41	0.000
13.99	0.000
14.59	0.000
15.20	0.000
15.83	0.000
16.46	0.000
17.11	0.000
17.78	0.000
18.46	0.000
19.15	0.000
19.85	0.2237E-26
20.57	0.5610E-26
21.30	0.1344E-25
22.05	0.3083E-25
22.81	0.6792E-25
23.58	0.1441E-24
24.36	0.2635E-24
25.16	0.5158E-24
25.97	0.9789E-24
26.80	0.1804E-23
27.64	0.3233E-23
28.49	0.5646E-23
29.36	0.9620E-23
30.23	0.1601E-22
31.13	0.2670E-22
32.03	0.4253E-22
32.95	0.6642E-22
33.89	0.1019E-21
34.83	0.1535E-21
35.79	0.2275E-21
36.77	0.3320E-21
37.75	0.4774E-21
38.75	0.6767E-21
39.77	0.9512E-21
40.79	0.1313E-20
41.83	0.1789E-20
42.89	0.2411E-20
43.95	0.3214E-20
45.03	0.4239E-20
46.13	0.5534E-20
47.23	0.7157E-20
48.36	0.9171E-20
49.49	0.1187E-19
50.64	0.1494E-19
51.80	0.1865E-19
52.97	0.2311E-19
54.16	0.2842E-19
55.36	0.3471E-19
56.58	0.4210E-19
57.81	0.5073E-19
59.05	0.6074E-19
60.30	0.7230E-19
61.57	0.8555E-19
62.85	0.1014E-18
64.15	0.1187E-18
65.46	0.1382E-18
66.78	0.1600E-18
68.11	0.1844E-18
69.46	0.2116E-18
70.83	0.2417E-18
72.20	0.2749E-18
73.59	0.3113E-18
74.99	0.3512E-18
76.41	0.3946E-18
77.84	0.4391E-18
79.28	0.4899E-18
80.74	0.5447E-18
82.21	0.6036E-18
83.69	0.6667E-18
85.19	0.7342E-18
86.70	0.8061E-18
88.22	0.8825E-18
89.76	0.9634E-18
91.31	0.1049E-17
92.87	0.1139E-17
94.45	0.1234E-17
96.04	0.1333E-17
97.64	0.1438E-17
99.26	0.1547E-17
100.9	0.1661E-17
102.5	0.1779E-17
104.2	0.1903E-17
105.9	0.2031E-17
107.6	0.2163E-17
109.2	0.2300E-17
111.0	0.2442E-17
112.7	0.2588E-17
114.4	0.2739E-17
116.2	0.2894E-17
117.9	0.3053E-17
119.7	0.3218E-17
121.5	0.3386E-17
123.3	0.3557E-17
125.1	0.3732E-17
127.0	0.3912E-17
128.8	0.4095E-17
130.7	0.4282E-17
132.5	0.4472E-17
134.4	0.4666E-17
136.3	0.4863E-17
138.2	0.5064E-17
140.2	0.5268E-17
142.1	0.5475E-17
144.1	0.5685E-17
146.0	0.5895E-17
148.0	0.6111E-17
150.0	0.6330E-17
 
 
C23   N2    Excitation    12.25 eV                              
E/N (Td)	Rate coefficient (m3/s)
1.000	0.000
1.007	0.000
1.027	0.000
1.060	0.000
1.107	0.000
1.168	0.000
1.242	0.000
1.329	0.000
1.430	0.000
1.544	0.000
1.671	0.000
1.812	0.000
1.966	0.000
2.134	0.000
2.315	0.000
2.510	0.000
2.718	0.000
2.940	0.000
3.174	0.000
3.423	0.000
3.685	0.000
3.960	0.000
4.248	0.000
4.550	0.000
4.866	0.000
5.195	0.000
5.537	0.000
5.893	0.000
6.262	0.000
6.644	0.000
7.040	0.000
7.450	0.000
7.872	0.000
8.309	0.000
8.758	0.000
9.221	0.000
9.698	0.000
10.19	0.000
10.69	0.000
11.21	0.000
11.74	0.000
12.28	0.000
12.84	0.000
13.41	0.000
13.99	0.000
14.59	0.000
15.20	0.000
15.83	0.000
16.46	0.000
17.11	0.000
17.78	0.000
18.46	0.000
19.15	0.000
19.85	0.2073E-28
20.57	0.5396E-28
21.30	0.1338E-27
22.05	0.3169E-27
22.81	0.7193E-27
23.58	0.1569E-26
24.36	0.1062E-25
25.16	0.2227E-25
25.97	0.4517E-25
26.80	0.8884E-25
27.64	0.1697E-24
28.49	0.3153E-24
29.36	0.5708E-24
30.23	0.1008E-23
31.13	0.1793E-23
32.03	0.3025E-23
32.95	0.5000E-23
33.89	0.8106E-23
34.83	0.1290E-22
35.79	0.2017E-22
36.77	0.3103E-22
37.75	0.4698E-22
38.75	0.7006E-22
39.77	0.1036E-21
40.79	0.1502E-21
41.83	0.2150E-21
42.89	0.3040E-21
43.95	0.4247E-21
45.03	0.5868E-21
46.13	0.8021E-21
47.23	0.1085E-20
48.36	0.1454E-20
49.49	0.1968E-20
50.64	0.2587E-20
51.80	0.3372E-20
52.97	0.4359E-20
54.16	0.5590E-20
55.36	0.7115E-20
56.58	0.8990E-20
57.81	0.1128E-19
59.05	0.1406E-19
60.30	0.1740E-19
61.57	0.2141E-19
62.85	0.2640E-19
64.15	0.3209E-19
65.46	0.3879E-19
66.78	0.4663E-19
68.11	0.5576E-19
69.46	0.6635E-19
70.83	0.7856E-19
72.20	0.9259E-19
73.59	0.1086E-18
74.99	0.1269E-18
76.41	0.1476E-18
77.84	0.1700E-18
79.28	0.1961E-18
80.74	0.2255E-18
82.21	0.2582E-18
83.69	0.2947E-18
85.19	0.3352E-18
86.70	0.3799E-18
88.22	0.4293E-18
89.76	0.4835E-18
91.31	0.5430E-18
92.87	0.6080E-18
94.45	0.6789E-18
96.04	0.7558E-18
97.64	0.8394E-18
99.26	0.9299E-18
100.9	0.1028E-17
102.5	0.1133E-17
104.2	0.1246E-17
105.9	0.1367E-17
107.6	0.1497E-17
109.2	0.1636E-17
111.0	0.1785E-17
112.7	0.1942E-17
114.4	0.2110E-17
116.2	0.2288E-17
117.9	0.2477E-17
119.7	0.2678E-17
121.5	0.2889E-17
123.3	0.3111E-17
125.1	0.3346E-17
127.0	0.3592E-17
128.8	0.3851E-17
130.7	0.4123E-17
132.5	0.4408E-17
134.4	0.4706E-17
136.3	0.5018E-17
138.2	0.5344E-17
140.2	0.5684E-17
142.1	0.6039E-17
144.1	0.6408E-17
146.0	0.6789E-17
148.0	0.7187E-17
150.0	0.7602E-17
 
 
C24   N2    Excitation    13.00 eV                              
E/N (Td)	Rate coefficient (m3/s)
1.000	0.000
1.007	0.000
1.027	0.000
1.060	0.000
1.107	0.000
1.168	0.000
1.242	0.000
1.329	0.000
1.430	0.000
1.544	0.000
1.671	0.000
1.812	0.000
1.966	0.000
2.134	0.000
2.315	0.000
2.510	0.000
2.718	0.000
2.940	0.000
3.174	0.000
3.423	0.000
3.685	0.000
3.960	0.000
4.248	0.000
4.550	0.000
4.866	0.000
5.195	0.000
5.537	0.000
5.893	0.000
6.262	0.000
6.644	0.000
7.040	0.000
7.450	0.000
7.872	0.000
8.309	0.000
8.758	0.000
9.221	0.000
9.698	0.000
10.19	0.000
10.69	0.000
11.21	0.000
11.74	0.000
12.28	0.000
12.84	0.000
13.41	0.000
13.99	0.000
14.59	0.000
15.20	0.000
15.83	0.000
16.46	0.000
17.11	0.000
17.78	0.000
18.46	0.000
19.15	0.000
19.85	0.000
20.57	0.000
21.30	0.000
22.05	0.000
22.81	0.000
23.58	0.000
24.36	0.1509E-25
25.16	0.3361E-25
25.97	0.7226E-25
26.80	0.1502E-24
27.64	0.3026E-24
28.49	0.5916E-24
29.36	0.1124E-23
30.23	0.2081E-23
31.13	0.3985E-23
32.03	0.7037E-23
32.95	0.1216E-22
33.89	0.2057E-22
34.83	0.3411E-22
35.79	0.5551E-22
36.77	0.8875E-22
37.75	0.1395E-21
38.75	0.2157E-21
39.77	0.3310E-21
40.79	0.4964E-21
41.83	0.7342E-21
42.89	0.1072E-20
43.95	0.1545E-20
45.03	0.2200E-20
46.13	0.3096E-20
47.23	0.4311E-20
48.36	0.5939E-20
49.49	0.8263E-20
50.64	0.1115E-19
51.80	0.1491E-19
52.97	0.1976E-19
54.16	0.2596E-19
55.36	0.3383E-19
56.58	0.4375E-19
57.81	0.5614E-19
59.05	0.7151E-19
60.30	0.9046E-19
61.57	0.1137E-18
62.85	0.1431E-18
64.15	0.1774E-18
65.46	0.2186E-18
66.78	0.2679E-18
68.11	0.3264E-18
69.46	0.3956E-18
70.83	0.4768E-18
72.20	0.5719E-18
73.59	0.6826E-18
74.99	0.8109E-18
76.41	0.9590E-18
77.84	0.1123E-17
79.28	0.1316E-17
80.74	0.1537E-17
82.21	0.1787E-17
83.69	0.2071E-17
85.19	0.2390E-17
86.70	0.2749E-17
88.22	0.3150E-17
89.76	0.3598E-17
91.31	0.4097E-17
92.87	0.4650E-17
94.45	0.5262E-17
96.04	0.5936E-17
97.64	0.6678E-17
99.26	0.7493E-17
100.9	0.8385E-17
102.5	0.9359E-17
104.2	0.1042E-16
105.9	0.1157E-16
107.6	0.1282E-16
109.2	0.1418E-16
111.0	0.1564E-16
112.7	0.1722E-16
114.4	0.1892E-16
116.2	0.2075E-16
117.9	0.2271E-16
119.7	0.2482E-16
121.5	0.2707E-16
123.3	0.2946E-16
125.1	0.3202E-16
127.0	0.3473E-16
128.8	0.3762E-16
130.7	0.4069E-16
132.5	0.4394E-16
134.4	0.4739E-16
136.3	0.5103E-16
138.2	0.5488E-16
140.2	0.5894E-16
142.1	0.6322E-16
144.1	0.6772E-16
146.0	0.7244E-16
148.0	0.7742E-16
150.0	0.8264E-16
 
 
C25   N2    Ionization    15.60 eV                              
E/N (Td)	Rate coefficient (m3/s)
1.000	0.000
1.007	0.000
1.027	0.000
1.060	0.000
1.107	0.000
1.168	0.000
1.242	0.000
1.329	0.000
1.430	0.000
1.544	0.000
1.671	0.000
1.812	0.000
1.966	0.000
2.134	0.000
2.315	0.000
2.510	0.000
2.718	0.000
2.940	0.000
